,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,Approval_Prob,Loan_Approval
401,Good,Low,Medium,Suburban,High School,0.600352957976635,Approved
402,Fair,Low,Small,Urban,Master,0.6766157351222706,Approved
403,Good,Low,Small,Urban,Master,0.8553251929979024,Approved
404,Fair,High,Medium,Rural,Master,0.3696303679190464,Disapproved
405,Good,Low,Medium,Urban,Bachelor,0.45676381295695034,Disapproved
406,Fair,Low,Small,Urban,Master,0.5111064722702378,Approved
407,Bad,Medium,Medium,Urban,Master,0.22108974260967193,Disapproved
408,Good,Medium,Small,Suburban,Master,0.762381645981815,Approved
409,Bad,Low,Medium,Suburban,Bachelor,0.10685577415092708,Disapproved
410,Fair,Medium,Large,Urban,Bachelor,0.49548485129026126,Disapproved
411,Good,Medium,Small,Urban,Bachelor,0.7312572425251068,Approved
412,Good,Low,Medium,Suburban,Master,0.5811006219203539,Approved
413,Fair,Low,Medium,Rural,Master,0.39566438633686196,Disapproved
414,Fair,High,Medium,Urban,Bachelor,0.708201517366192,Approved
415,Fair,High,Large,Urban,Master,0.1495966930734585,Disapproved
416,Fair,Medium,Small,Suburban,Master,0.7271001905427178,Approved
417,Fair,Low,Small,Rural,High School,0.5040942150893364,Approved
418,Fair,Medium,Small,Suburban,Bachelor,0.7214397173926149,Approved
419,Good,Medium,Medium,Suburban,Bachelor,0.47890274426125456,Disapproved
420,Good,Low,Medium,Rural,Master,0.6144894237313839,Approved
421,Good,Medium,Small,Urban,Bachelor,0.8990837384157854,Approved
422,Bad,Medium,Medium,Urban,Master,0.3783838176126949,Disapproved
423,Fair,Low,Medium,Suburban,Bachelor,0.2838350172624109,Disapproved
424,Bad,Medium,Small,Rural,High School,0.3996002783580213,Disapproved
425,Fair,High,Medium,Suburban,High School,0.7107353616938884,Approved
426,Fair,Low,Medium,Rural,High School,0.4787556517777642,Disapproved
427,Good,High,Large,Suburban,High School,0.6803690743448234,Approved
428,Fair,Low,Large,Suburban,Bachelor,0.24329458387055514,Disapproved
429,Bad,High,Large,Urban,Bachelor,0.3427470164080151,Disapproved
430,Bad,Low,Small,Urban,High School,0.37766585981029793,Disapproved
431,Good,Low,Medium,Suburban,Bachelor,0.4868241103255953,Disapproved
432,Fair,Medium,Medium,Urban,Bachelor,0.6288969173082384,Approved
433,Bad,Medium,Small,Urban,High School,0.5585571140291085,Approved
434,Bad,High,Medium,Rural,Bachelor,0.6709229505488847,Approved
435,Good,Low,Medium,Rural,Master,0.7161595170469837,Approved
436,Bad,Low,Large,Urban,High School,0.1705005725027581,Disapproved
437,Good,Medium,Small,Suburban,High School,0.8491380886050081,Approved
438,Good,Medium,Large,Urban,Master,0.356086237600432,Disapproved
439,Bad,Low,Large,Urban,Master,0.1401569927115328,Disapproved
440,Bad,Medium,Large,Suburban,Bachelor,0.2592879163610382,Disapproved
441,Good,Medium,Large,Suburban,Bachelor,0.26875477531777403,Disapproved
442,Fair,High,Large,Urban,Master,0.5374171703582219,Approved
443,Fair,High,Medium,Urban,Master,0.47405209085506606,Disapproved
444,Good,Low,Large,Urban,Bachelor,0.2665977886727063,Disapproved
445,Good,Medium,Medium,Rural,Bachelor,0.5842067766213074,Approved
446,Good,Low,Large,Suburban,Bachelor,0.3829611472991449,Disapproved
447,Good,Medium,Large,Urban,High School,0.30267430145598906,Disapproved
448,Fair,Medium,Medium,Urban,Master,0.6438823866504236,Approved
449,Bad,High,Small,Suburban,Bachelor,0.6544096361486018,Approved
450,Good,Medium,Small,Suburban,Bachelor,0.9306193655198609,Approved
451,Fair,High,Small,Rural,Master,0.7976564697376733,Approved
452,Fair,High,Medium,Urban,High School,0.7100048800428187,Approved
453,Good,High,Medium,Rural,High School,0.6497745038312444,Approved
454,Bad,High,Medium,Urban,Bachelor,0.28856225353641773,Disapproved
455,Fair,Medium,Medium,Urban,Bachelor,0.6075791472979932,Approved
456,Bad,Low,Large,Urban,Master,0.07746066885119604,Disapproved
457,Fair,Low,Medium,Suburban,High School,0.490533623600728,Disapproved
458,Bad,Low,Medium,Rural,Bachelor,0.5010926024231759,Approved
459,Bad,Medium,Medium,Suburban,High School,0.499336403136116,Disapproved
460,Bad,Medium,Medium,Suburban,Master,0.43836893913255254,Disapproved
461,Fair,Medium,Large,Urban,High School,0.39070731026955774,Disapproved
462,Good,High,Medium,Urban,Bachelor,0.7160499299456976,Approved
463,Fair,High,Large,Suburban,Master,0.4488454547092351,Disapproved
464,Good,Low,Small,Suburban,Master,0.6177175261532951,Approved
465,Fair,Low,Large,Suburban,Master,0.12246324229955338,Disapproved
466,Fair,Medium,Large,Urban,Bachelor,0.3549810234461289,Disapproved
467,Good,Low,Small,Urban,Bachelor,0.8281748188893603,Approved
468,Fair,Medium,Medium,Urban,Bachelor,0.3081093019319422,Disapproved
469,Good,Medium,Large,Rural,Master,0.7203401252237062,Approved
470,Bad,Medium,Medium,Suburban,Master,0.5435424736103328,Approved
471,Good,High,Large,Urban,Master,0.6860876444707871,Approved
472,Bad,High,Large,Urban,Master,0.37306489702162315,Disapproved
473,Good,Low,Large,Urban,High School,0.3592283271451088,Disapproved
474,Fair,Medium,Medium,Urban,Master,0.5150471878940068,Approved
475,Good,Medium,Small,Suburban,Master,0.7381212043410831,Approved
476,Bad,Low,Medium,Rural,Master,0.25170692099666137,Disapproved
477,Fair,Low,Medium,Suburban,Master,0.40956815512209055,Disapproved
478,Good,Medium,Large,Urban,Bachelor,0.7792740441820866,Approved
479,Fair,Low,Medium,Suburban,Bachelor,0.47809914192478026,Disapproved
480,Fair,Low,Small,Suburban,High School,0.5148155910387712,Approved
481,Fair,Medium,Large,Urban,Bachelor,0.33515708107549685,Disapproved
482,Fair,Medium,Small,Rural,Bachelor,0.554789486986529,Approved
483,Fair,Low,Medium,Rural,Master,0.30677004789437046,Disapproved
484,Fair,Low,Small,Urban,Master,0.6880110735639454,Approved
485,Good,High,Medium,Suburban,Master,0.7012178208477955,Approved
486,Bad,Low,Medium,Suburban,High School,0.1804181502354472,Disapproved
487,Fair,High,Small,Suburban,Bachelor,0.6875611165199343,Approved
488,Good,Medium,Small,Urban,Bachelor,0.7032374149619376,Approved
489,Good,Low,Large,Urban,High School,0.5693284443872939,Approved
490,Fair,Low,Small,Urban,High School,0.5718117389126333,Approved
491,Fair,Low,Large,Suburban,Master,0.21507899197526417,Disapproved
492,Fair,Low,Large,Urban,High School,0.2514171539441208,Disapproved
493,Bad,Low,Medium,Suburban,High School,0.2752242190626835,Disapproved
494,Fair,Medium,Small,Suburban,Bachelor,0.5492924820102435,Approved
495,Fair,Low,Small,Urban,Master,0.3292616984800098,Disapproved
496,Fair,Medium,Medium,Suburban,Master,0.7123789819602336,Approved
497,Bad,Medium,Large,Urban,Master,0.3479243334362682,Disapproved
498,Good,Low,Medium,Urban,Master,0.6089247631556101,Approved
499,Good,Low,Large,Urban,Bachelor,0.5357560690105229,Approved
500,Fair,Low,Medium,Rural,Master,0.6885251202172717,Approved
501,Fair,Low,Medium,Suburban,Bachelor,0.30858216423381934,Disapproved
502,Fair,Medium,Large,Urban,Bachelor,0.20556499279478838,Disapproved
503,Good,Low,Medium,Rural,Bachelor,0.6520570913932878,Approved
504,Fair,Medium,Medium,Suburban,Master,0.2838900973668768,Disapproved
505,Bad,Medium,Small,Urban,Master,0.5143874652477347,Approved
506,Good,Medium,Medium,Urban,Bachelor,0.6203355506189691,Approved
507,Good,Medium,Large,Urban,Bachelor,0.6160684647095124,Approved
508,Good,Medium,Large,Suburban,Master,0.4299101807239107,Disapproved
509,Good,Low,Large,Suburban,High School,0.5809119565357177,Approved
510,Fair,Low,Large,Urban,Master,0.1682618353707135,Disapproved
511,Fair,Medium,Medium,Urban,Bachelor,0.620986320879555,Approved
512,Good,Low,Small,Urban,Bachelor,0.6020265510333597,Approved
513,Good,Medium,Medium,Urban,Bachelor,0.7396383625278184,Approved
514,Bad,Medium,Medium,Suburban,Bachelor,0.21703355440262892,Disapproved
515,Bad,Medium,Medium,Urban,Master,0.346128021410874,Disapproved
516,Fair,Medium,Medium,Suburban,Master,0.7101778408523556,Approved
517,Good,Medium,Small,Rural,Bachelor,0.8044141267149983,Approved
518,Good,Medium,Small,Urban,Master,0.8920344484146334,Approved
519,Bad,Medium,Medium,Urban,Master,0.34580871396524165,Disapproved
520,Fair,Medium,Large,Urban,Bachelor,0.27884242703768547,Disapproved
521,Fair,Medium,Small,Urban,Bachelor,0.6895912087811014,Approved
522,Good,High,Large,Suburban,Bachelor,0.7163627694763696,Approved
523,Good,Medium,Small,Suburban,High School,0.5235971501663385,Approved
524,Good,Medium,Small,Urban,Bachelor,0.8429199962727747,Approved
525,Fair,Medium,Large,Urban,Master,0.22545107484920285,Disapproved
526,Fair,Medium,Small,Urban,Bachelor,0.4774385428676416,Disapproved
527,Fair,Low,Small,Urban,Bachelor,0.633624865782539,Approved
528,Bad,High,Small,Suburban,High School,0.8016764890779259,Approved
529,Good,Low,Medium,Urban,High School,0.5835548604596463,Approved
530,Good,Medium,Large,Suburban,Bachelor,0.29891353411251476,Disapproved
531,Good,Medium,Medium,Suburban,High School,0.5616664979439538,Approved
532,Good,High,Medium,Urban,High School,0.7114721788761461,Approved
533,Fair,Low,Large,Suburban,Bachelor,0.2724716986760643,Disapproved
534,Good,Medium,Medium,Rural,Bachelor,0.6545133067404956,Approved
535,Good,Medium,Medium,Urban,High School,0.7328885671426775,Approved
536,Good,Low,Large,Urban,High School,0.5488504320423001,Approved
537,Fair,Low,Medium,Urban,High School,0.4422797674415504,Disapproved
538,Fair,Medium,Large,Suburban,High School,0.4915507262460425,Disapproved
539,Bad,Medium,Small,Urban,High School,0.46421435042484926,Disapproved
540,Good,Low,Medium,Rural,Bachelor,0.9128278052020292,Approved
541,Fair,Medium,Large,Suburban,Bachelor,0.43559453944363313,Disapproved
542,Fair,Medium,Small,Rural,Bachelor,0.7563274063169427,Approved
543,Fair,Medium,Large,Urban,Master,0.6289279969826138,Approved
544,Fair,High,Medium,Rural,Bachelor,0.6411123678968621,Approved
545,Fair,Medium,Small,Urban,High School,0.5656906422075041,Approved
546,Bad,High,Small,Urban,High School,0.7983253985034553,Approved
547,Fair,High,Large,Rural,Master,0.6815894476551434,Approved
548,Fair,Low,Small,Urban,Master,0.5735384185969017,Approved
549,Good,Low,Small,Rural,High School,0.8806299660801321,Approved
550,Fair,Medium,Medium,Urban,High School,0.4945926045138852,Disapproved
551,Good,Medium,Medium,Rural,Bachelor,0.7849543708954311,Approved
552,Fair,Medium,Large,Suburban,Bachelor,0.5913306597144372,Approved
553,Fair,Medium,Medium,Suburban,Bachelor,0.5242274185375182,Approved
554,Good,Medium,Medium,Urban,Bachelor,0.7279461961661371,Approved
555,Fair,Medium,Small,Urban,High School,0.7951077794796855,Approved
556,Bad,Low,Medium,Suburban,High School,0.20597584516637465,Disapproved
557,Bad,High,Medium,Suburban,Bachelor,0.3402338326588384,Disapproved
558,Good,Low,Large,Urban,Master,0.6019319576567546,Approved
559,Fair,High,Large,Urban,High School,0.5174528894448733,Approved
560,Good,Low,Large,Urban,Master,0.3127521463538463,Disapproved
561,Fair,High,Large,Urban,Bachelor,0.48274556360281373,Disapproved
562,Bad,Low,Medium,Urban,High School,0.3147379880298189,Disapproved
563,Bad,Low,Small,Rural,Master,0.18512358675097196,Disapproved
564,Fair,Low,Medium,Urban,Bachelor,0.5026385812432455,Approved
565,Fair,Medium,Medium,Urban,Bachelor,0.5743273681522549,Approved
566,Fair,High,Medium,Rural,Bachelor,0.8325182069544859,Approved
567,Fair,Medium,Medium,Urban,High School,0.4724623342477448,Disapproved
568,Good,High,Medium,Suburban,Bachelor,0.8884637483026221,Approved
569,Fair,Medium,Medium,Suburban,Bachelor,0.5009015637346794,Approved
570,Fair,Medium,Small,Suburban,High School,0.684985947660502,Approved
571,Good,High,Large,Suburban,Bachelor,0.6695385444474103,Approved
572,Fair,Low,Large,Suburban,High School,0.5638864578651175,Approved
573,Fair,Low,Medium,Urban,High School,0.21983836595851386,Disapproved
574,Good,High,Small,Suburban,Master,0.8958727428708303,Approved
575,Good,High,Medium,Suburban,High School,0.7691122178964713,Approved
576,Bad,High,Small,Urban,Bachelor,0.6233912134058736,Approved
577,Good,High,Medium,Urban,Master,0.8258502943629141,Approved
578,Fair,Low,Medium,Rural,High School,0.5659328240364138,Approved
579,Fair,High,Small,Suburban,Bachelor,0.8209712721127034,Approved
580,Fair,Medium,Small,Urban,Bachelor,0.8164710802538825,Approved
581,Good,High,Large,Rural,Bachelor,0.5887249077292142,Approved
582,Fair,Medium,Medium,Suburban,Bachelor,0.5002636836128949,Approved
583,Fair,Medium,Large,Rural,Bachelor,0.21856621619092176,Disapproved
584,Fair,Medium,Medium,Rural,High School,0.7904827927416251,Approved
585,Fair,Low,Small,Urban,High School,0.5185163718920909,Approved
586,Bad,Low,Medium,Suburban,Master,0.2134406529278216,Disapproved
587,Bad,High,Medium,Suburban,High School,0.5660389768365074,Approved
588,Bad,High,Small,Rural,Master,0.7765474300926608,Approved
589,Bad,Low,Medium,Suburban,Master,0.1733306174721221,Disapproved
590,Bad,Medium,Medium,Urban,High School,0.5385966103024035,Approved
591,Fair,Medium,Small,Urban,High School,0.6195860882639566,Approved
592,Bad,Medium,Medium,Urban,High School,0.5778639516790823,Approved
593,Fair,Low,Medium,Rural,Bachelor,0.3078155351010188,Disapproved
594,Good,High,Large,Rural,Master,0.7316359547334786,Approved
595,Fair,Medium,Large,Urban,High School,0.35607082588392314,Disapproved
596,Fair,Medium,Medium,Suburban,High School,0.331171034489281,Disapproved
597,Bad,Medium,Medium,Rural,Bachelor,0.17578835229721573,Disapproved
598,Bad,Low,Small,Urban,High School,0.28043388263823016,Disapproved
599,Bad,Medium,Small,Urban,Bachelor,0.6639669001695776,Approved
600,Bad,Low,Small,Urban,Bachelor,0.15107619805355202,Disapproved
601,Fair,Low,Medium,Rural,Bachelor,0.4405407868706012,Disapproved
602,Bad,Medium,Small,Suburban,Bachelor,0.5483519088869365,Approved
603,Bad,High,Medium,Urban,Bachelor,0.22631211798871217,Disapproved
604,Bad,Medium,Medium,Urban,Bachelor,0.2421696856390725,Disapproved
605,Fair,Low,Small,Suburban,High School,0.41929781590674203,Disapproved
606,Fair,Medium,Large,Rural,Bachelor,0.35756697609330274,Disapproved
607,Fair,High,Large,Suburban,Bachelor,0.6957576537653388,Approved
608,Fair,Medium,Small,Urban,High School,0.8002666366388704,Approved
609,Fair,High,Medium,Urban,High School,0.5713300933496913,Approved
610,Bad,Medium,Medium,Rural,High School,0.2382928482950959,Disapproved
611,Good,Medium,Medium,Urban,High School,0.41777369430714095,Disapproved
612,Fair,Low,Small,Urban,Bachelor,0.4871949220344208,Disapproved
613,Bad,Low,Medium,Rural,High School,0.15483032821235618,Disapproved
614,Good,Low,Medium,Rural,Bachelor,0.5430024658938053,Approved
615,Good,Medium,Large,Suburban,Bachelor,0.5084752005303582,Approved
616,Bad,High,Large,Suburban,Bachelor,0.25081929887990867,Disapproved
617,Fair,High,Small,Urban,Master,0.7065706484057225,Approved
618,Good,Low,Medium,Urban,Bachelor,0.4360802602701594,Disapproved
619,Good,Low,Medium,Urban,High School,0.46538914414400834,Disapproved
620,Bad,Low,Medium,Suburban,High School,0.4570140081747566,Disapproved
621,Fair,Low,Small,Urban,High School,0.630470301884167,Approved
622,Fair,Medium,Medium,Rural,Bachelor,0.5938248490638497,Approved
623,Fair,High,Medium,Urban,High School,0.7655806712258475,Approved
624,Fair,High,Medium,Suburban,Bachelor,0.7550581841382168,Approved
625,Fair,Medium,Large,Suburban,Master,0.576930830715526,Approved
626,Fair,High,Small,Suburban,High School,0.826357636334557,Approved
627,Good,Medium,Small,Urban,Master,0.8135108671555371,Approved
628,Bad,Low,Small,Rural,Master,0.3009206184389525,Disapproved
629,Fair,Medium,Small,Urban,Master,0.5368368179045467,Approved
630,Good,Medium,Small,Suburban,Master,0.871604610227191,Approved
631,Good,Medium,Medium,Suburban,High School,0.6487050078808443,Approved
632,Fair,Low,Small,Urban,High School,0.3335620361780324,Disapproved
633,Fair,Low,Medium,Suburban,High School,0.13894592044249338,Disapproved
634,Bad,Low,Large,Suburban,High School,0.41080090290348026,Disapproved
635,Fair,High,Medium,Rural,Bachelor,0.469704836047567,Disapproved
636,Fair,Medium,Small,Rural,Master,0.5591439335165321,Approved
637,Fair,Medium,Medium,Urban,High School,0.6973785807434042,Approved
638,Fair,Medium,Small,Urban,High School,0.47415831924525836,Disapproved
639,Fair,Low,Large,Urban,Bachelor,0.31796950341266966,Disapproved
640,Bad,Medium,Medium,Rural,High School,0.638674009271369,Approved
641,Fair,High,Medium,Urban,Bachelor,0.8702517388642708,Approved
642,Fair,Medium,Large,Suburban,High School,0.28647002561920015,Disapproved
643,Fair,High,Large,Suburban,Master,0.4654610667780447,Disapproved
644,Bad,Low,Large,Suburban,Bachelor,0.11689198118535285,Disapproved
645,Good,Low,Small,Urban,Bachelor,0.697925752060366,Approved
646,Fair,High,Large,Urban,High School,0.6720366321462641,Approved
647,Fair,High,Large,Urban,Master,0.26029577516183683,Disapproved
648,Good,High,Large,Urban,Bachelor,0.7202691192000762,Approved
649,Fair,Medium,Medium,Urban,Master,0.4762882814622511,Disapproved
650,Bad,High,Medium,Urban,Master,0.6820652479730825,Approved
651,Fair,High,Medium,Suburban,Bachelor,0.7992686376033266,Approved
652,Fair,High,Medium,Urban,Bachelor,0.5638246486625436,Approved
653,Good,Medium,Large,Urban,High School,0.49010427133079393,Disapproved
654,Fair,Low,Small,Urban,Bachelor,0.6854914777118722,Approved
655,Bad,High,Small,Urban,Master,0.762209164830435,Approved
656,Fair,Medium,Large,Urban,High School,0.09663524886943775,Disapproved
657,Fair,Medium,Medium,Urban,Master,0.6487951195746472,Approved
658,Fair,Medium,Large,Suburban,Bachelor,0.6118260760046221,Approved
659,Fair,Medium,Large,Urban,Bachelor,0.38855022122560723,Disapproved
660,Fair,Medium,Small,Rural,Bachelor,0.7869205046806942,Approved
661,Good,Low,Medium,Urban,High School,0.7371532054425065,Approved
662,Fair,High,Large,Rural,High School,0.503553044751779,Approved
663,Fair,Medium,Medium,Rural,High School,0.6375057124148025,Approved
664,Bad,Medium,Small,Suburban,Bachelor,0.5102612813444997,Approved
665,Bad,Low,Small,Rural,Master,0.3796236426704504,Disapproved
666,Fair,Low,Small,Urban,Bachelor,0.4412673097264075,Disapproved
667,Bad,Low,Medium,Urban,Bachelor,0.2694945480091997,Disapproved
668,Bad,Medium,Medium,Urban,High School,0.6483941450197831,Approved
669,Fair,Low,Medium,Urban,Master,0.2598957748975807,Disapproved
670,Bad,High,Large,Urban,Bachelor,0.40594793013292607,Disapproved
671,Good,Low,Medium,Suburban,Bachelor,0.6000483512225729,Approved
672,Bad,Low,Medium,Urban,Master,0.4633272123128593,Disapproved
673,Fair,Low,Large,Urban,Master,0.4939688140269784,Disapproved
674,Fair,Low,Small,Urban,Bachelor,0.39948337139110834,Disapproved
675,Good,Medium,Large,Suburban,Master,0.41525919530447686,Disapproved
676,Bad,High,Medium,Rural,Bachelor,0.38464792916836477,Disapproved
677,Fair,Medium,Large,Suburban,Master,0.2815889785919155,Disapproved
678,Good,Low,Medium,Urban,Bachelor,0.48395815949357834,Disapproved
