,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,loan_approval
611,Good,Medium,Medium,Urban,High School,0
612,Fair,Low,Small,Urban,Bachelor,0
613,Bad,Low,Medium,Rural,High School,0
614,Good,Low,Medium,Rural,Bachelor,1
615,Good,Medium,Large,Suburban,Bachelor,1
616,Bad,High,Large,Suburban,Bachelor,0
617,Fair,High,Small,Urban,Master,1
618,Good,Low,Medium,Urban,Bachelor,0
619,Good,Low,Medium,Urban,High School,0
620,Bad,Low,Medium,Suburban,High School,0
621,Fair,Low,Small,Urban,High School,1
622,Fair,Medium,Medium,Rural,Bachelor,1
623,Fair,High,Medium,Urban,High School,1
624,Fair,High,Medium,Suburban,Bachelor,1
625,Fair,Medium,Large,Suburban,Master,1
626,Fair,High,Small,Suburban,High School,1
627,Good,Medium,Small,Urban,Master,1
628,Bad,Low,Small,Rural,Master,0
629,Fair,Medium,Small,Urban,Master,1
630,Good,Medium,Small,Suburban,Master,1
631,Good,Medium,Medium,Suburban,High School,1
632,Fair,Low,Small,Urban,High School,0
633,Fair,Low,Medium,Suburban,High School,0
634,Bad,Low,Large,Suburban,High School,0
635,Fair,High,Medium,Rural,Bachelor,0
636,Fair,Medium,Small,Rural,Master,1
637,Fair,Medium,Medium,Urban,High School,1
638,Fair,Medium,Small,Urban,High School,0
639,Fair,Low,Large,Urban,Bachelor,0
640,Bad,Medium,Medium,Rural,High School,1
641,Fair,High,Medium,Urban,Bachelor,1
642,Fair,Medium,Large,Suburban,High School,0
643,Fair,High,Large,Suburban,Master,0
644,Bad,Low,Large,Suburban,Bachelor,0
645,Good,Low,Small,Urban,Bachelor,1
646,Fair,High,Large,Urban,High School,1
647,Fair,High,Large,Urban,Master,0
648,Good,High,Large,Urban,Bachelor,1
649,Fair,Medium,Medium,Urban,Master,0
650,Bad,High,Medium,Urban,Master,1
651,Fair,High,Medium,Suburban,Bachelor,1
652,Fair,High,Medium,Urban,Bachelor,1
653,Good,Medium,Large,Urban,High School,0
654,Fair,Low,Small,Urban,Bachelor,1
655,Bad,High,Small,Urban,Master,1
656,Fair,Medium,Large,Urban,High School,0
657,Fair,Medium,Medium,Urban,Master,1
658,Fair,Medium,Large,Suburban,Bachelor,1
659,Fair,Medium,Large,Urban,Bachelor,0
660,Fair,Medium,Small,Rural,Bachelor,1
661,Good,Low,Medium,Urban,High School,1
662,Fair,High,Large,Rural,High School,1
663,Fair,Medium,Medium,Rural,High School,1
664,Bad,Medium,Small,Suburban,Bachelor,1
665,Bad,Low,Small,Rural,Master,0
666,Fair,Low,Small,Urban,Bachelor,0
667,Bad,Low,Medium,Urban,Bachelor,0
668,Bad,Medium,Medium,Urban,High School,1
669,Fair,Low,Medium,Urban,Master,0
670,Bad,High,Large,Urban,Bachelor,0
671,Good,Low,Medium,Suburban,Bachelor,1
672,Bad,Low,Medium,Urban,Master,0
673,Fair,Low,Large,Urban,Master,0
674,Fair,Low,Small,Urban,Bachelor,0
675,Good,Medium,Large,Suburban,Master,0
676,Bad,High,Medium,Rural,Bachelor,0
677,Fair,Medium,Large,Suburban,Master,0
678,Good,Low,Medium,Urban,Bachelor,0
679,Good,Low,Large,Urban,High School,0
680,Good,Medium,Large,Suburban,Master,0
681,Fair,High,Medium,Urban,High School,1
682,Bad,Low,Medium,Rural,High School,0
683,Fair,Medium,Medium,Urban,High School,1
684,Good,Medium,Large,Urban,Bachelor,0
685,Fair,Low,Medium,Rural,High School,0
686,Fair,Medium,Medium,Rural,Bachelor,0
687,Fair,Low,Medium,Suburban,Master,0
688,Good,Medium,Small,Urban,High School,1
689,Bad,Low,Medium,Suburban,Master,0
690,Fair,Medium,Medium,Urban,High School,1
691,Fair,Low,Small,Urban,High School,1
692,Fair,High,Small,Urban,Bachelor,1
693,Fair,Low,Small,Suburban,Master,1
694,Bad,High,Medium,Suburban,High School,0
695,Fair,High,Medium,Urban,Bachelor,1
696,Fair,High,Large,Rural,High School,0
697,Fair,Medium,Medium,Urban,Master,1
698,Bad,Medium,Small,Urban,High School,1
699,Fair,Low,Medium,Suburban,Bachelor,0
700,Fair,Low,Small,Rural,Master,1
701,Bad,Medium,Medium,Rural,Bachelor,0
702,Fair,Low,Medium,Suburban,Master,0
703,Bad,High,Small,Urban,Master,1
704,Bad,Low,Small,Rural,Bachelor,0
705,Good,Medium,Small,Rural,Bachelor,1
706,Fair,Medium,Small,Urban,High School,1
707,Good,Medium,Medium,Suburban,Master,1
708,Fair,Medium,Medium,Suburban,High School,0
709,Fair,Low,Small,Urban,Master,1
710,Good,Medium,Medium,Rural,Bachelor,1
711,Fair,Low,Large,Urban,Bachelor,0
712,Fair,High,Medium,Suburban,High School,0
713,Fair,Medium,Medium,Urban,Bachelor,1
714,Fair,High,Large,Suburban,High School,1
715,Good,Low,Small,Suburban,High School,1
716,Good,Low,Large,Urban,High School,0
717,Good,Low,Medium,Urban,High School,0
718,Bad,Low,Small,Rural,Bachelor,0
719,Good,Low,Medium,Suburban,Bachelor,1
720,Good,Medium,Small,Suburban,High School,1
721,Bad,Low,Medium,Urban,Bachelor,0
722,Bad,Medium,Small,Urban,Master,1
723,Good,High,Large,Suburban,Bachelor,1
724,Fair,Medium,Large,Rural,Master,0
725,Good,Low,Small,Urban,High School,1
726,Bad,Low,Small,Suburban,Master,0
727,Good,Medium,Large,Urban,Bachelor,1
728,Fair,Low,Small,Urban,Bachelor,1
729,Bad,Medium,Medium,Suburban,Bachelor,0
730,Bad,Low,Small,Urban,Bachelor,1
731,Good,High,Medium,Urban,Bachelor,1
732,Fair,Medium,Medium,Suburban,Bachelor,1
733,Fair,Medium,Medium,Urban,High School,0
734,Fair,Low,Medium,Suburban,Bachelor,0
735,Good,Low,Medium,Suburban,Master,0
736,Fair,Medium,Medium,Suburban,Bachelor,0
737,Good,Medium,Large,Urban,High School,0
738,Fair,Low,Large,Urban,High School,0
739,Fair,Low,Large,Suburban,High School,0
740,Fair,Low,Small,Urban,High School,1
741,Fair,Medium,Medium,Rural,High School,1
742,Good,Low,Small,Suburban,High School,0
743,Fair,Medium,Small,Urban,High School,1
744,Fair,Medium,Medium,Suburban,Bachelor,1
745,Good,Medium,Small,Rural,Master,1
746,Fair,High,Medium,Urban,Master,0
747,Fair,High,Large,Urban,High School,0
748,Good,Medium,Medium,Rural,High School,1
749,Fair,Low,Medium,Urban,Bachelor,0
750,Bad,Medium,Small,Urban,High School,0
751,Good,Medium,Medium,Urban,Bachelor,1
752,Fair,Medium,Large,Urban,Bachelor,1
753,Fair,Medium,Small,Suburban,Bachelor,1
754,Bad,Low,Medium,Suburban,Master,0
755,Good,Medium,Large,Rural,Master,1
756,Fair,Low,Medium,Suburban,Master,1
757,Fair,Medium,Small,Rural,High School,1
758,Good,Low,Small,Urban,Master,1
759,Good,Medium,Medium,Urban,Bachelor,1
760,Bad,Low,Medium,Rural,Bachelor,0
761,Fair,Medium,Large,Urban,Master,0
762,Fair,Medium,Medium,Suburban,Master,0
763,Good,Low,Small,Urban,Master,1
764,Bad,Medium,Medium,Suburban,Bachelor,0
765,Fair,Medium,Large,Rural,Bachelor,0
766,Good,Medium,Small,Urban,Bachelor,1
767,Good,Low,Small,Urban,Master,1
768,Fair,Medium,Medium,Urban,Bachelor,1
769,Good,Medium,Large,Urban,Bachelor,1
770,Bad,Medium,Large,Urban,Bachelor,0
771,Good,Medium,Large,Suburban,High School,1
772,Bad,Medium,Medium,Urban,Master,0
773,Fair,Low,Large,Urban,High School,0
774,Good,Low,Small,Urban,Bachelor,1
775,Bad,Low,Small,Suburban,Master,1
776,Fair,Low,Medium,Urban,Bachelor,0
777,Good,Medium,Medium,Suburban,Master,1
778,Good,Medium,Small,Rural,Master,1
779,Fair,Low,Small,Urban,High School,1
780,Fair,High,Small,Urban,Bachelor,1
781,Fair,Medium,Large,Suburban,Bachelor,0
782,Fair,High,Large,Urban,Bachelor,1
783,Fair,Medium,Small,Urban,Bachelor,0
784,Bad,Medium,Medium,Suburban,Bachelor,0
785,Good,Low,Large,Urban,High School,0
786,Fair,Low,Medium,Urban,Bachelor,0
787,Fair,Low,Small,Rural,High School,1
788,Fair,Medium,Large,Urban,High School,0
789,Good,Low,Small,Rural,Bachelor,1
790,Bad,Medium,Large,Urban,Bachelor,0
791,Fair,Low,Small,Rural,High School,0
792,Fair,High,Medium,Suburban,Master,1
793,Fair,Low,Medium,Urban,Bachelor,0
794,Bad,Low,Small,Suburban,Master,0
795,Good,Low,Small,Rural,Bachelor,1
796,Good,Medium,Small,Urban,High School,1
797,Fair,Low,Medium,Suburban,Master,0
798,Fair,Medium,Medium,Urban,Bachelor,1
799,Good,Low,Medium,Suburban,Bachelor,0
800,Good,Low,Medium,Suburban,Bachelor,0
801,Bad,High,Small,Urban,High School,1
802,Fair,Low,Large,Urban,Bachelor,0
803,Fair,High,Large,Urban,High School,1
804,Fair,High,Medium,Rural,Bachelor,1
805,Good,Low,Large,Urban,Master,0
806,Good,Low,Small,Suburban,Master,0
807,Good,Low,Medium,Urban,High School,1
808,Fair,Medium,Medium,Suburban,Master,0
809,Bad,Medium,Small,Suburban,Bachelor,1
810,Good,Medium,Medium,Suburban,High School,1
811,Good,Medium,Medium,Rural,Master,0
812,Bad,Low,Large,Urban,Bachelor,0
813,Good,High,Medium,Urban,High School,1
814,Good,Medium,Large,Rural,High School,1
815,Fair,Medium,Medium,Urban,Bachelor,0
816,Fair,High,Medium,Suburban,High School,1
817,Fair,Medium,Medium,Suburban,Master,1
818,Bad,Low,Medium,Suburban,Bachelor,0
819,Fair,Medium,Large,Urban,Bachelor,0
820,Good,Medium,Small,Urban,High School,1
821,Bad,Low,Large,Suburban,Master,0
822,Fair,High,Small,Urban,Bachelor,1
823,Fair,Low,Medium,Suburban,Bachelor,0
824,Fair,Medium,Medium,Urban,Master,0
825,Good,Medium,Medium,Urban,High School,1
826,Fair,Low,Small,Urban,Bachelor,1
827,Fair,High,Large,Rural,Bachelor,1
828,Good,High,Medium,Suburban,Bachelor,1
829,Fair,Medium,Small,Suburban,High School,1
830,Fair,Low,Small,Rural,High School,0
831,Fair,Low,Medium,Suburban,Bachelor,0
832,Bad,Low,Small,Rural,Master,0
833,Bad,Low,Small,Urban,Bachelor,0
834,Fair,Medium,Large,Rural,High School,1
835,Fair,High,Medium,Urban,Master,0
836,Good,Medium,Medium,Rural,Bachelor,1
837,Fair,High,Medium,Rural,Bachelor,1
838,Fair,Medium,Small,Urban,Bachelor,1
839,Fair,Medium,Medium,Urban,Bachelor,0
840,Bad,High,Large,Suburban,Bachelor,0
841,Fair,Medium,Small,Urban,High School,1
842,Bad,High,Large,Suburban,Master,0
843,Good,Low,Small,Urban,High School,1
844,Bad,Low,Small,Rural,High School,1
845,Fair,High,Small,Urban,High School,1
846,Bad,Medium,Small,Suburban,Master,0
847,Good,High,Large,Urban,Bachelor,1
848,Fair,High,Medium,Urban,Master,1
849,Fair,Low,Large,Urban,Bachelor,0
850,Bad,Medium,Large,Urban,High School,0
851,Good,Low,Medium,Urban,Bachelor,0
852,Fair,Medium,Large,Rural,Bachelor,0
853,Good,Medium,Small,Urban,Bachelor,1
854,Fair,Low,Small,Suburban,High School,0
855,Bad,Medium,Medium,Urban,Master,0
856,Bad,Medium,Medium,Suburban,Master,0
857,Fair,Low,Medium,Urban,Bachelor,0
858,Fair,High,Small,Suburban,Master,1
859,Bad,Medium,Medium,Suburban,Bachelor,1
860,Good,High,Large,Urban,High School,0
861,Fair,Low,Medium,Urban,Bachelor,0
862,Fair,Low,Medium,Urban,High School,0
863,Fair,Medium,Small,Urban,High School,1
864,Fair,Low,Large,Urban,High School,0
865,Fair,High,Large,Urban,Master,1
866,Bad,Low,Small,Suburban,Bachelor,0
867,Bad,Medium,Small,Urban,Master,0
868,Good,Medium,Small,Urban,High School,1
869,Good,Low,Medium,Urban,High School,0
870,Fair,Low,Medium,Suburban,Master,1
871,Fair,Medium,Medium,Urban,Bachelor,1
872,Fair,Medium,Large,Suburban,Master,0
873,Fair,Low,Medium,Suburban,High School,0
874,Bad,High,Large,Suburban,Master,0
875,Bad,Low,Medium,Urban,Bachelor,0
876,Good,Medium,Small,Suburban,High School,1
877,Fair,Medium,Medium,Urban,Bachelor,1
878,Bad,Low,Small,Rural,Master,0
879,Fair,High,Large,Suburban,High School,0
880,Fair,Low,Medium,Urban,Master,0
881,Fair,Low,Medium,Rural,Bachelor,0
882,Bad,Low,Small,Suburban,Bachelor,0
883,Bad,Medium,Medium,Urban,High School,1
884,Good,Medium,Small,Urban,Bachelor,1
885,Bad,Medium,Large,Suburban,High School,0
886,Fair,Low,Small,Rural,Bachelor,0
887,Fair,Low,Large,Rural,Master,0
888,Bad,High,Small,Suburban,Bachelor,0
889,Fair,Low,Medium,Urban,Bachelor,0
890,Good,High,Small,Suburban,High School,1
891,Good,Low,Medium,Suburban,Master,1
892,Good,High,Large,Urban,High School,1
893,Fair,Low,Small,Urban,High School,1
894,Fair,Medium,Large,Suburban,Bachelor,1
895,Fair,Low,Large,Rural,Master,0
896,Fair,Low,Small,Suburban,Master,1
897,Good,Low,Large,Urban,Master,1
898,Bad,Low,Large,Urban,Master,0
899,Bad,Low,Medium,Rural,Bachelor,0
900,Fair,Medium,Small,Rural,High School,1
901,Bad,Medium,Large,Urban,Bachelor,0
902,Bad,Medium,Medium,Suburban,High School,0
903,Fair,Medium,Small,Rural,High School,1
904,Fair,Medium,Small,Rural,High School,1
905,Good,Medium,Small,Suburban,High School,1
906,Good,Medium,Small,Urban,Bachelor,1
907,Fair,Medium,Medium,Suburban,Bachelor,1
908,Fair,High,Medium,Urban,Bachelor,1
909,Fair,Low,Large,Rural,Master,0
910,Fair,Low,Small,Urban,Bachelor,1
911,Fair,Medium,Small,Suburban,Master,1
912,Fair,Low,Small,Suburban,Bachelor,1
913,Fair,High,Large,Suburban,High School,0
914,Fair,High,Medium,Suburban,High School,1
915,Fair,Low,Medium,Urban,Bachelor,0
916,Fair,Low,Medium,Suburban,Master,0
917,Good,Medium,Small,Urban,High School,0
918,Good,Medium,Medium,Urban,Master,1
919,Bad,Low,Large,Rural,Bachelor,0
920,Good,Medium,Small,Suburban,High School,1
921,Fair,Medium,Medium,Suburban,Bachelor,1
922,Good,Low,Large,Suburban,Bachelor,0
923,Good,Low,Medium,Suburban,High School,0
924,Fair,Medium,Small,Suburban,Bachelor,1
925,Bad,Low,Small,Suburban,Master,0
926,Fair,High,Medium,Rural,Bachelor,1
927,Fair,Medium,Large,Urban,High School,0
928,Fair,Medium,Large,Suburban,Master,0
929,Fair,High,Large,Suburban,High School,1
930,Bad,High,Medium,Urban,High School,0
931,Good,Low,Medium,Urban,Bachelor,1
932,Good,Low,Medium,Rural,Master,0
933,Fair,Medium,Small,Urban,Bachelor,1
934,Bad,Medium,Large,Urban,Bachelor,0
935,Fair,Low,Large,Urban,Master,0
936,Bad,High,Medium,Urban,Master,0
937,Good,Low,Large,Rural,High School,0
938,Bad,Low,Large,Urban,Master,0
939,Fair,Low,Medium,Urban,Master,1
940,Fair,Medium,Small,Rural,High School,0
941,Fair,Medium,Small,Urban,Bachelor,1
942,Fair,Low,Small,Suburban,Master,0
943,Good,Low,Medium,Rural,High School,1
944,Fair,Low,Small,Suburban,High School,0
945,Bad,Medium,Large,Suburban,Master,0
946,Bad,Low,Small,Urban,Master,0
947,Good,High,Large,Urban,High School,0
948,Good,Low,Large,Urban,Bachelor,0
949,Fair,High,Large,Urban,Bachelor,1
950,Fair,Low,Small,Suburban,Bachelor,1
951,Fair,Medium,Small,Urban,Master,0
952,Bad,Low,Small,Suburban,Bachelor,0
953,Good,Low,Medium,Urban,Bachelor,1
954,Fair,High,Medium,Urban,Master,0
955,Fair,High,Small,Urban,High School,1
956,Fair,Medium,Medium,Urban,High School,1
957,Bad,Medium,Small,Suburban,Bachelor,0
958,Bad,Medium,Medium,Suburban,Bachelor,0
959,Good,High,Medium,Rural,High School,1
960,Bad,Low,Small,Rural,Bachelor,0
961,Fair,Medium,Large,Suburban,Bachelor,0
962,Fair,Medium,Small,Suburban,Master,0
963,Fair,Low,Medium,Urban,High School,0
964,Fair,High,Small,Urban,Bachelor,1
965,Fair,Low,Medium,Rural,High School,1
966,Good,Low,Small,Urban,Bachelor,1
967,Fair,Medium,Medium,Urban,Bachelor,1
968,Fair,Medium,Medium,Urban,Master,1
969,Fair,Low,Medium,Urban,High School,0
970,Fair,Low,Small,Suburban,Bachelor,1
971,Good,High,Medium,Urban,High School,1
972,Good,Low,Large,Urban,Bachelor,0
973,Fair,Medium,Small,Urban,Master,1
974,Bad,Medium,Large,Suburban,Master,0
975,Fair,Medium,Medium,Suburban,Bachelor,0
976,Fair,High,Large,Urban,Master,0
977,Bad,Medium,Small,Suburban,High School,1
978,Fair,Medium,Large,Urban,High School,1
979,Fair,Medium,Large,Suburban,Master,0
980,Fair,Medium,Small,Suburban,High School,1
981,Good,Medium,Small,Rural,High School,1
982,Bad,High,Large,Urban,Bachelor,0
983,Bad,Low,Small,Urban,Bachelor,0
984,Good,Low,Small,Urban,High School,1
985,Fair,Low,Large,Urban,Master,0
986,Fair,Low,Small,Urban,Bachelor,1
987,Fair,Low,Medium,Urban,Bachelor,0
988,Fair,High,Medium,Urban,High School,1
989,Good,Medium,Medium,Rural,Bachelor,1
990,Good,Medium,Medium,Urban,Master,0
991,Fair,Medium,Large,Rural,Master,0
992,Fair,High,Small,Rural,Master,1
993,Fair,Medium,Large,Rural,Bachelor,1
994,Fair,High,Medium,Rural,Master,1
995,Bad,Low,Large,Suburban,High School,0
996,Good,High,Small,Suburban,High School,1
997,Bad,Medium,Medium,Urban,Master,0
998,Good,Low,Medium,Suburban,High School,1
999,Fair,Medium,Medium,Rural,High School,1
1000,Bad,Medium,Small,Urban,Master,1
1001,Fair,Low,Medium,Urban,Master,0
1002,Good,Medium,Small,Suburban,High School,1
1003,Good,Low,Large,Suburban,Master,0
1004,Good,Low,Large,Rural,Master,1
1005,Fair,High,Medium,Urban,Master,1
1006,Fair,Medium,Small,Suburban,Bachelor,1
1007,Good,High,Large,Urban,Master,1
1008,Fair,Medium,Large,Rural,Master,0
1009,Fair,Low,Large,Urban,Bachelor,1
1010,Fair,Medium,Medium,Rural,Bachelor,1
1011,Good,Medium,Medium,Urban,Bachelor,1
1012,Good,High,Small,Urban,Bachelor,1
1013,Bad,Low,Large,Urban,Master,0
1014,Good,High,Large,Urban,Bachelor,1
1015,Good,High,Medium,Suburban,High School,1
1016,Bad,Medium,Medium,Urban,Master,0
1017,Fair,High,Medium,Urban,High School,0
1018,Good,Low,Large,Urban,Bachelor,0
1019,Bad,High,Small,Rural,High School,1
1020,Fair,Medium,Medium,Urban,Bachelor,1
1021,Fair,Low,Small,Urban,Master,1
1022,Good,High,Medium,Suburban,Master,1
1023,Good,Medium,Large,Rural,High School,0
1024,Good,Medium,Small,Rural,Master,1
1025,Fair,Medium,Small,Rural,Bachelor,1
1026,Good,Low,Medium,Urban,Bachelor,1
1027,Good,Medium,Medium,Rural,Bachelor,1
1028,Fair,High,Large,Suburban,Master,1
1029,Good,Low,Medium,Rural,High School,1
1030,Bad,Low,Medium,Urban,Bachelor,0
1031,Fair,Low,Small,Rural,Bachelor,0
1032,Fair,Medium,Large,Urban,High School,0
1033,Bad,Medium,Large,Suburban,Master,0
1034,Bad,Medium,Large,Urban,Bachelor,0
1035,Fair,High,Large,Urban,Master,1
1036,Fair,Medium,Medium,Suburban,High School,0
1037,Good,Low,Large,Urban,Master,0
1038,Bad,High,Small,Suburban,Master,1
1039,Fair,Medium,Large,Suburban,Bachelor,1
1040,Fair,Medium,Small,Suburban,Bachelor,1
1041,Good,Medium,Medium,Urban,Master,1
1042,Fair,High,Small,Rural,Master,1
1043,Fair,Medium,Small,Suburban,Bachelor,1
1044,Good,Low,Small,Urban,Bachelor,1
1045,Fair,Medium,Small,Suburban,Master,1
1046,Fair,Low,Medium,Urban,High School,0
1047,Bad,Low,Small,Urban,Bachelor,1
1048,Good,Medium,Small,Suburban,Master,1
1049,Bad,Low,Large,Suburban,Master,0
1050,Good,Low,Medium,Urban,Master,0
1051,Fair,Low,Large,Urban,High School,0
1052,Good,Medium,Medium,Rural,Master,1
1053,Good,High,Medium,Urban,Bachelor,1
1054,Good,High,Medium,Urban,High School,1
1055,Fair,Low,Medium,Rural,Bachelor,0
1056,Good,Medium,Small,Urban,Master,1
1057,Fair,High,Medium,Suburban,High School,0
1058,Fair,Low,Small,Urban,Master,0
1059,Fair,Medium,Medium,Suburban,Master,1
1060,Good,Medium,Medium,Urban,High School,1
1061,Good,Low,Medium,Rural,Master,1
1062,Good,High,Large,Urban,Master,1
1063,Fair,High,Medium,Suburban,High School,0
1064,Fair,Low,Medium,Rural,High School,0
1065,Good,Low,Medium,Rural,Bachelor,1
1066,Fair,Low,Medium,Urban,Bachelor,0
1067,Bad,Low,Medium,Rural,Master,0
1068,Fair,Medium,Medium,Urban,Bachelor,1
1069,Fair,Medium,Medium,Suburban,Master,1
1070,Fair,Low,Large,Urban,Master,0
1071,Fair,High,Large,Urban,Bachelor,0
1072,Bad,Low,Large,Urban,Bachelor,0
1073,Bad,Low,Large,Suburban,Bachelor,0
1074,Good,Low,Large,Suburban,Bachelor,0
1075,Fair,Medium,Large,Urban,Bachelor,0
1076,Fair,Medium,Large,Suburban,High School,0
1077,Fair,Low,Medium,Rural,High School,0
1078,Fair,Low,Large,Suburban,High School,0
1079,Good,High,Medium,Urban,Master,1
1080,Good,High,Small,Rural,High School,1
1081,Bad,Low,Small,Suburban,High School,0
1082,Fair,Low,Medium,Urban,Bachelor,0
1083,Good,Medium,Small,Suburban,High School,1
1084,Good,Medium,Medium,Urban,High School,0
1085,Fair,Low,Large,Suburban,Bachelor,0
1086,Fair,High,Small,Rural,Bachelor,1
1087,Bad,Medium,Small,Urban,High School,0
1088,Good,Medium,Medium,Urban,Bachelor,1
1089,Fair,Medium,Medium,Urban,Bachelor,0
1090,Good,High,Medium,Urban,Bachelor,1
1091,Fair,Medium,Large,Suburban,Master,0
1092,Fair,Low,Large,Suburban,High School,0
1093,Fair,Low,Medium,Urban,Bachelor,0
1094,Fair,Medium,Small,Rural,Master,1
1095,Bad,Low,Large,Urban,Master,0
1096,Fair,Medium,Small,Rural,Master,1
1097,Bad,High,Large,Urban,Bachelor,0
1098,Good,Medium,Medium,Suburban,Bachelor,1
1099,Fair,High,Medium,Urban,Bachelor,1
1100,Bad,Low,Medium,Urban,Master,0
1101,Good,High,Large,Rural,Master,0
1102,Good,Medium,Medium,Urban,Bachelor,0
1103,Good,Low,Medium,Rural,High School,1
1104,Good,Medium,Large,Suburban,Bachelor,1
1105,Bad,Low,Large,Rural,High School,0
1106,Fair,Medium,Medium,Rural,Master,1
1107,Good,Medium,Medium,Urban,High School,1
1108,Fair,Low,Large,Suburban,High School,0
1109,Bad,Medium,Medium,Rural,Master,0
1110,Good,Medium,Small,Urban,High School,1
1111,Fair,Low,Large,Rural,High School,0
1112,Fair,Low,Medium,Suburban,Bachelor,0
1113,Fair,Medium,Large,Suburban,Bachelor,0
1114,Fair,Medium,Large,Urban,Bachelor,0
1115,Fair,High,Large,Suburban,Bachelor,0
1116,Bad,High,Medium,Urban,High School,1
1117,Good,Medium,Small,Rural,Bachelor,1
1118,Fair,Medium,Large,Suburban,Bachelor,0
1119,Bad,Medium,Medium,Urban,Master,0
1120,Good,Medium,Medium,Rural,Bachelor,1
1121,Good,Low,Large,Suburban,Bachelor,0
1122,Good,Low,Medium,Rural,Bachelor,1
1123,Good,Medium,Small,Urban,High School,1
1124,Fair,Low,Small,Suburban,High School,1
1125,Fair,Medium,Small,Suburban,Master,0
1126,Bad,High,Medium,Suburban,High School,1
1127,Fair,Low,Small,Urban,Bachelor,1
1128,Fair,Medium,Large,Urban,High School,1
1129,Fair,High,Small,Rural,Master,1
1130,Good,Medium,Small,Urban,Master,1
1131,Fair,Low,Large,Rural,Bachelor,0
1132,Bad,Low,Medium,Urban,Bachelor,0
1133,Fair,Medium,Medium,Rural,Bachelor,0
1134,Fair,Medium,Small,Suburban,Master,1
1135,Bad,Low,Large,Suburban,High School,0
1136,Good,Low,Small,Urban,Bachelor,1
1137,Fair,High,Medium,Rural,Bachelor,1
1138,Fair,Medium,Large,Suburban,Bachelor,0
1139,Fair,High,Large,Suburban,High School,0
1140,Good,Medium,Small,Urban,High School,1
1141,Fair,High,Large,Suburban,Master,1
1142,Fair,Low,Large,Rural,High School,0
1143,Fair,Medium,Medium,Urban,Bachelor,1
1144,Fair,Low,Medium,Suburban,Bachelor,0
1145,Good,Medium,Medium,Urban,High School,1
1146,Good,Medium,Medium,Rural,Bachelor,1
1147,Fair,Low,Small,Rural,Master,1
1148,Good,High,Small,Urban,Bachelor,1
1149,Good,High,Large,Urban,Master,1
1150,Good,Low,Small,Suburban,Bachelor,1
1151,Good,Medium,Small,Urban,Bachelor,1
1152,Fair,Low,Medium,Urban,Bachelor,0
1153,Fair,Medium,Medium,Urban,Master,1
1154,Fair,High,Large,Urban,Bachelor,1
1155,Good,Low,Medium,Urban,Bachelor,1
1156,Bad,High,Medium,Urban,Bachelor,0
